Fecha,S&P Colombia Sovereign Bond Index
9/02/2022,1459.97
10/02/2022,1451.99
11/02/2022,1448.21
14/02/2022,1448.63
15/02/2022,1441.7
16/02/2022,1447.36
17/02/2022,1449.82
18/02/2022,1452.45
21/02/2022,1453.44
22/02/2022,1452.94
23/02/2022,1447.7
24/02/2022,1441.76
25/02/2022,1427.85
28/02/2022,1429.46
1/03/2022,1426.54
2/03/2022,1433.95
3/03/2022,1437.83
4/03/2022,1439.85
7/03/2022,1435.96
8/03/2022,1421.07
9/03/2022,1414.69
10/03/2022,1415.64
11/03/2022,1416.18
14/03/2022,1415.01
15/03/2022,1415.15
16/03/2022,1414.4
17/03/2022,1415.91
18/03/2022,1417.86
22/03/2022,1416.78
23/03/2022,1411.07
24/03/2022,1406.93
25/03/2022,1395.96
28/03/2022,1391.4
29/03/2022,1397.14
30/03/2022,1409.93
31/03/2022,1417.71
1/04/2022,1422.52
4/04/2022,1438.8
5/04/2022,1451.51
6/04/2022,1451.63
7/04/2022,1449.63
8/04/2022,1452.72
11/04/2022,1435.97
12/04/2022,1428.4
13/04/2022,1438.16
18/04/2022,1433.51
19/04/2022,1423.66
20/04/2022,1422.65
21/04/2022,1422.32
22/04/2022,1417.84
25/04/2022,1411.78
26/04/2022,1411.25
27/04/2022,1410.12
28/04/2022,1406.51
29/04/2022,1405.54
2/05/2022,1397.9
3/05/2022,1388.06
4/05/2022,1393.19
5/05/2022,1395.19
6/05/2022,1389.83
9/05/2022,1363.12
10/05/2022,1357.53
11/05/2022,1358.16
12/05/2022,1352.1
13/05/2022,1349.46
16/05/2022,1346.77
17/05/2022,1341.03
18/05/2022,1321.88
19/05/2022,1320.9
20/05/2022,1332.41
23/05/2022,1335.66
24/05/2022,1338.7
25/05/2022,1341.17
26/05/2022,1349.36
27/05/2022,1352.27
31/05/2022,1359.44
1/06/2022,1367.67
2/06/2022,1365.96
3/06/2022,1373.35
6/06/2022,1374.06
7/06/2022,1367.8
8/06/2022,1352.14
9/06/2022,1342.52
10/06/2022,1342.74
13/06/2022,1337.45
14/06/2022,1335.99
15/06/2022,1326.95
16/06/2022,1333.32
17/06/2022,1332.64
21/06/2022,1306.93
22/06/2022,1305.01
23/06/2022,1308.74
24/06/2022,1320.54
28/06/2022,1329.6
29/06/2022,1333.07
30/06/2022,1336.56
1/07/2022,1338.88
5/07/2022,1354.8
6/07/2022,1351.19
7/07/2022,1348.58
8/07/2022,1348.97
11/07/2022,1330.6
12/07/2022,1299.71
13/07/2022,1291.19
14/07/2022,1258.6
15/07/2022,1252.32
18/07/2022,1268.24
19/07/2022,1252.8
21/07/2022,1254.24
22/07/2022,1253.82
25/07/2022,1256.62
26/07/2022,1259.73
27/07/2022,1256.06
28/07/2022,1276.79
29/07/2022,1287.48
1/08/2022,1309.47
2/08/2022,1323.64
3/08/2022,1327.03
4/08/2022,1338.95
5/08/2022,1324.72
8/08/2022,1314.83
9/08/2022,1317.1
10/08/2022,1331.96
11/08/2022,1337.91
12/08/2022,1347.61
16/08/2022,1344.72
17/08/2022,1340.49
18/08/2022,1339.99
19/08/2022,1332.51
22/08/2022,1323.86
23/08/2022,1324.25
24/08/2022,1324.36
25/08/2022,1323.22
26/08/2022,1328.54
29/08/2022,1333.13
30/08/2022,1322.76
31/08/2022,1325.71
1/09/2022,1319.7
2/09/2022,1321.4
